# Track importado (planta cruda + cota REAL del DEM)
# kappa_1pm,elev_m,kerb,peralte_rad,semiancho_m
0.000033,14.97,0,0.0000,4.60
0.000094,15.05,0,0.0000,4.59
0.000181,15.16,0,0.0000,4.58
0.000218,15.26,0,0.0000,4.57
0.000252,15.37,0,0.0000,4.56
0.000272,15.45,0,0.0000,4.55
0.000257,15.54,0,0.0000,4.55
0.000200,15.62,0,0.0000,4.55
0.000149,15.70,0,0.0000,4.54
0.000084,15.77,0,0.0000,4.54
0.000014,15.82,0,0.0000,4.54
-0.000049,15.88,0,0.0000,4.54
-0.000135,15.92,0,0.0000,4.54
-0.000200,15.94,0,0.0000,4.54
-0.000250,15.97,0,0.0000,4.53
-0.000279,16.00,0,0.0000,4.53
-0.000246,16.03,0,0.0000,4.53
-0.000097,16.05,0,0.0000,4.53
0.000096,16.08,0,0.0000,4.53
0.000345,16.11,0,0.0000,4.53
0.000646,16.13,0,0.0051,4.52
0.001045,16.16,0,0.0072,4.52
0.001368,16.19,0,0.0094,4.52
0.001679,16.23,0,0.0117,4.52
0.001990,16.28,0,0.0138,4.52
0.002299,16.34,0,0.0154,4.52
0.002706,16.39,0,0.0162,4.51
0.002738,16.44,0,0.0161,4.53
0.002574,16.49,0,0.0145,4.57
0.002200,16.52,0,0.0121,4.60
0.001602,16.55,0,0.0096,4.56
0.000430,16.55,0,0.0085,4.53
-0.000167,16.55,0,0.0109,4.50
0.000214,16.55,0,0.0205,4.47
0.001643,16.55,0,0.0395,4.44
0.004934,16.55,1,0.0693,4.44
0.011818,16.55,1,0.1047,4.44
0.020648,16.57,1,0.1047,4.44
0.030253,16.59,1,0.1047,4.43
0.038735,16.60,1,0.1047,4.41
0.043799,16.60,1,0.1047,4.34
0.045653,16.60,1,0.1047,4.33
0.041969,16.60,1,0.1047,4.34
0.035932,16.60,1,0.1047,4.36
0.029254,16.60,1,0.1047,4.41
0.023017,16.60,1,0.1047,4.58
0.014442,16.61,1,0.1044,4.63
0.007695,16.63,1,0.0530,4.63
0.000651,16.65,0,0.0000,4.62
-0.006594,16.65,1,-0.0568,4.62
-0.015484,16.65,1,-0.1047,4.62
-0.024937,16.65,1,-0.1047,4.61
-0.032529,16.65,1,-0.1047,4.61
-0.038754,16.65,1,-0.1047,4.60
-0.043357,16.65,1,-0.1047,4.58
-0.045299,16.65,1,-0.1047,4.54
-0.042951,16.65,1,-0.1047,4.57
-0.037606,16.65,1,-0.1047,4.61
-0.031175,16.65,1,-0.1047,4.61
-0.024161,16.65,1,-0.1047,4.50
-0.015523,16.63,1,-0.1047,4.57
-0.007452,16.63,1,-0.0767,4.61
-0.002643,16.63,0,-0.0405,4.62
0.000888,16.63,0,-0.0107,4.62
0.003398,16.63,0,0.0110,4.61
0.004972,16.63,1,0.0252,4.61
0.005626,16.65,1,0.0351,4.61
0.006216,16.68,1,0.0422,4.61
0.006764,16.73,1,0.0473,4.61
0.007279,16.79,1,0.0512,4.63
0.007962,16.84,1,0.0548,4.66
0.008462,16.89,1,0.0582,4.69
0.008885,16.93,1,0.0614,4.70
0.009254,16.96,1,0.0641,4.69
0.009571,16.97,1,0.0664,4.68
0.009986,16.97,1,0.0683,4.67
0.010020,16.97,1,0.0700,4.70
0.010181,16.95,1,0.0717,4.78
0.010358,16.92,1,0.0732,4.85
0.010670,16.86,1,0.0746,4.99
0.010874,16.78,1,0.0762,5.22
0.011136,16.68,1,0.0775,5.47
0.011397,16.56,1,0.0777,5.73
0.011559,16.42,1,0.0763,5.96
0.011493,16.26,1,0.0731,6.01
0.010543,16.11,1,0.0678,6.06
0.009281,15.96,1,0.0602,6.07
0.007664,15.79,1,0.0509,6.05
0.005833,15.63,1,0.0410,6.01
0.003843,15.44,0,0.0319,5.97
0.002262,15.25,0,0.0241,5.93
0.001617,15.04,0,0.0185,5.90
0.001378,14.82,0,0.0154,5.85
0.001500,14.60,0,0.0151,5.79
0.002059,14.36,0,0.0172,5.53
0.002778,14.12,0,0.0209,5.19
0.003520,13.86,0,0.0263,4.91
0.004368,13.58,1,0.0326,4.79
0.005328,13.26,1,0.0391,4.76
0.006738,12.93,1,0.0450,4.75
0.007844,12.59,1,0.0501,4.75
0.008480,12.24,1,0.0536,4.75
0.008743,11.88,1,0.0548,4.77
0.008611,11.51,1,0.0536,4.84
0.007815,11.10,1,0.0504,4.92
0.006544,10.70,1,0.0459,5.02
0.005531,10.29,1,0.0408,5.14
0.004675,9.89,1,0.0357,5.27
0.004019,9.48,1,0.0314,5.39
0.003609,9.09,0,0.0284,5.52
0.003496,8.71,0,0.0265,5.64
0.003506,8.33,0,0.0254,5.77
0.003550,7.95,0,0.0251,5.91
0.003619,7.54,0,0.0252,6.09
0.003646,7.15,0,0.0255,6.28
0.003688,6.76,0,0.0258,6.46
0.003727,6.39,0,0.0260,6.64
0.003758,6.03,0,0.0262,6.82
0.003821,5.70,0,0.0263,6.98
0.003790,5.36,0,0.0262,7.09
0.003760,5.04,0,0.0261,7.18
0.003716,4.75,0,0.0258,7.26
0.003664,4.44,0,0.0253,7.35
0.003640,4.14,0,0.0245,7.43
0.003456,3.82,0,0.0235,7.49
0.003264,3.50,0,0.0220,7.53
0.003018,3.20,0,0.0201,7.57
0.002713,2.90,0,0.0180,7.61
0.002268,2.62,0,0.0157,7.65
0.001786,2.35,0,0.0135,7.66
0.001476,2.09,0,0.0114,7.65
0.001217,1.86,0,0.0095,7.63
0.001012,1.64,0,0.0080,7.60
0.000894,1.44,0,0.0069,7.58
0.000821,1.26,0,0.0061,7.56
0.000767,1.10,0,0.0055,7.54
0.000718,0.94,0,0.0050,7.52
0.000670,0.79,0,0.0046,7.50
0.000604,0.66,0,0.0043,7.48
0.000552,0.52,0,0.0000,7.46
0.000496,0.41,0,0.0000,7.43
0.000447,0.32,0,0.0000,7.41
0.000422,0.24,0,0.0000,7.39
0.000385,0.16,0,0.0000,7.37
0.000355,0.08,0,0.0000,7.35
0.000347,0.00,0,0.0000,7.33
